Sent,Word,Tag
sent: 47,jaldi,O
sent: 47,call,O
sent: 47,kar,O
sent: 47,balance,O
sent: 47,nahi,O
sent: 47,hai,O
sent: 47,"""",O
sent: 47,is,O
sent: 47,faster,O
sent: 47,than,O
sent: 47,"""",O
sent: 47,Mutualfundsaresubjecttomarketriskspleasereadtheofferdo,O
sent: 48,Happy,O
sent: 48,Mahashivratri,O
sent: 48,....,O
sent: 48,Omm,O
sent: 48,Namah,O
sent: 48,Shivaya,O
sent: 48,...,O
sent: 48,http://t.co/RCxmaN9C7d,O
sent: 49,RT,O
sent: 49,@rajneeshjindal,O
sent: 49,:,O
sent: 49,@Gurmeetramrahim,O
sent: 49,#BlockBusterMSG,O
sent: 49,PitaJi,O
sent: 49,",",O
sent: 49,Aap,O
sent: 49,Ko,O
sent: 49,Bhi,O
sent: 49,Mahashivratri,O
sent: 49,ki,O
sent: 49,Lakh,O
sent: 49,Crore,O
sent: 49,Badhai,O
sent: 49,",",O
sent: 49,Thank,O
sent: 49,You,O
sent: 49,PitaJi,O
sent: 49,",",O
sent: 49,Hame,O
sent: 49,Apni,O
sent: 49,Sha,O
sent: 50,Shree,O
sent: 50,Arvind,B-PERSON
sent: 50,#Kejriwal,O
sent: 50,Delhi,B-PLACE
sent: 50,se,O
sent: 50,Latur,B-PLACE
sent: 50,ko,O
sent: 50,apne,O
sent: 50,AAP,B-ORGANISATION
sent: 50,pani,O
sent: 50,bhejte,O
sent: 50,hue,O
sent: 50,....,O
sent: 50,https://t.co/8HTJLVhFlN,O
sent: 51,@MrsGandhi,O
sent: 51,@ExSecular,O
sent: 51,@sanjaynirupam,O
sent: 51,@OfficeOfRG,O
sent: 51,Pappul,B-PERSON
sent: 51,Gandhi,I-PERSON
sent: 51,ko,O
sent: 51,khush,O
sent: 51,karne,O
sent: 51,ki,O
sent: 51,chakkar,O
sent: 51,me,O
sent: 51,pagala,O
sent: 51,gaya,O
sent: 51,hai,O
sent: 51,!,O
sent: 51,Public,O
sent: 51,murakh,O
sent: 51,samaj,O
sent: 51,rakha,O
sent: 51,hai,O
sent: 51,?,O
sent: 52,Gaya,O
sent: 52,saala,O
sent: 52,akhir,O
sent: 52,tabaahi,O
sent: 52,macha,O
sent: 52,k,O
sent: 52,!!,O
sent: 52,Pr,O
sent: 52,ab,O
sent: 52,maxwell,B-PERSON
sent: 53,Nayanagar,B-PLACE
sent: 53,my,O
sent: 53,native,O
sent: 53,village,O
sent: 53,.,O
sent: 53,Maharudrabhishek,O
sent: 53,during,O
sent: 53,mahashivratri,O
sent: 53,.,O
sent: 53,Om,O
sent: 53,hung,O
sent: 53,yung,O
sent: 53,sah,O
sent: 53,.,O
sent: 53,Tanno,O
sent: 53,rudrah,O
sent: 53,prachodayat,O
sent: 53,.,O
sent: 53,Shivayae,O
sent: 53,namah,O
sent: 53,.,O
sent: 54,Syed,B-PERSON
sent: 54,Ali,I-PERSON
sent: 54,Shah,I-PERSON
sent: 54,Geelani,I-PERSON
sent: 54,shouts,O
sent: 54,',O
sent: 54,Pakistan,B-PLACE
sent: 54,Zindabad,O
sent: 54,',O
sent: 54,slogans,O
sent: 54,in,O
sent: 54,India,B-PLACE
sent: 54,!!,O
sent: 54,Sad,O
sent: 54,@narendramodi,O
sent: 54,is,O
sent: 54,silent,O
sent: 54,!!,O
sent: 54,#MahaShivratri,O
sent: 54,https://t.co/wq73iDxa5T,O
sent: 55,Indianfans,O
sent: 55,aa,O
sent: 55,majaaaka,O
sent: 55,...,O
sent: 55,Biggest,O
sent: 55,support,O
sent: 55,to,O
sent: 55,the,O
sent: 55,team,O
sent: 55,..,O
sent: 55,lifts,O
sent: 55,the,O
sent: 55,morale,O
sent: 55,soo,O
sent: 55,soo,O
sent: 55,high,O
sent: 55,:),O
sent: 55,#cwc15,O
sent: 55,#IndvsSA,O
sent: 56,AB,O
sent: 56,daa,O
sent: 56,villain,O
sent: 56,.,O
sent: 56,kub,O
sent: 56,ayeee,O
sent: 56,gaaa,O
sent: 56,!,O
sent: 56,#PakvSA,O
sent: 56,#CWC2015,O
sent: 57,RT,O
sent: 57,@Fataxaleem,O
sent: 57,:,O
sent: 57,Sahi,O
sent: 57,mai,O
sent: 57,yr,O
sent: 57,kohli,B-PERSON
sent: 57,best,O
sent: 57,banda,O
sent: 57,hai,O
sent: 58,RT,O
sent: 58,@KPonRise,O
sent: 58,:,O
sent: 58,Site,O
sent: 58,inauguration,O
sent: 58,of,O
sent: 58,Pak-Austria,B-PLACE
sent: 58,Fachhochschule,O
sent: 58,:,O
sent: 58,Institute,O
sent: 58,of,O
sent: 58,applied,O
sent: 58,sciences,O
sent: 58,&,O
sent: 58,tech,O
sent: 58,",",O
sent: 58,Uni,O
sent: 58,of,O
sent: 58,Haripur,B-PLACE
sent: 58,.,O
sent: 58,#KPonRise,O
sent: 58,https://t.co,O
sent: 59,Bihar,B-PLACE
sent: 59,Government,O
sent: 59,Performing,O
sent: 59,Better,O
sent: 59,Than,O
sent: 59,Modi's:,B-PERSON
sent: 59,Tejashwi,B-PERSON
sent: 59,https://t.co/sMUG3Lfz76,O
sent: 59,https://t.co/TcfmohLhPC,O
sent: 60,Delhi,B-PLACE
sent: 60,court,O
sent: 60,summons,O
sent: 60,Arvind,B-PERSON
sent: 60,Kejriwal,I-PERSON
sent: 60,for,O
sent: 60,',O
sent: 60,Thulla,O
sent: 60,',O
sent: 60,remark,O
sent: 60,against,O
sent: 60,Delhi,B-ORGANISATION
sent: 60,Police,I-ORGANISATION
sent: 60,https://t.co/cgfRjoYZbj,O
sent: 60,https://t.co/TVPKid4Z0h,O
sent: 60,ILU,O
sent: 60,pa,O
sent: 61,RT,O
sent: 61,@Raja_Sw,O
sent: 61,:,O
sent: 61,Haha,O
sent: 61,.,O
sent: 61,Good,O
sent: 61,sense,O
sent: 61,of,O
sent: 61,humour,O
sent: 61,.,O
sent: 61,"""",O
sent: 61,He,O
sent: 61,Prabhu,B-PERSON
sent: 61,",",O
sent: 61,ye,O
sent: 61,kaisa,O
sent: 61,hoga,O
sent: 61,?,O
sent: 61,"""",O
sent: 61,Good,O
sent: 61,one,O
sent: 61,",",O
sent: 61,Sir,O
sent: 61,.,O
sent: 61,#RailBudget2015,O
sent: 62,RT,O
sent: 62,@drshraddha16,O
sent: 62,:,O
sent: 62,@RituRathaur,O
sent: 62,@kanhaiyajnusu,O
sent: 62,@sagarikaghose,O
sent: 62,@BDUTT,O
sent: 62,@sardesairajdeep,O
sent: 62,3000,O
sent: 62,salary,O
sent: 62,hai,O
sent: 62,na,O
sent: 62,tere,O
sent: 62,baap,O
sent: 62,ki,O
sent: 62,",",O
sent: 62,to,O
sent: 62,kuch,O
sent: 62,kaam,O
sent: 62,dham,O
sent: 62,kar,O
sent: 62,..,O
sent: 63,RT,O
sent: 63,@TarkeebiMe,O
sent: 63,:,O
sent: 63,Darkness,O
sent: 63,is,O
sent: 63,pure,O
sent: 63,.,O
sent: 63,It,O
sent: 63,hides,O
sent: 63,every,O
sent: 63,sin,O
sent: 63,.,O
sent: 64,#RailBudget2015,O
sent: 64,:,O
sent: 64,"""",O
sent: 64,Hey,O
sent: 64,Prabhu,B-PERSON
sent: 64,",",O
sent: 64,Ye,O
sent: 64,Kaise,O
sent: 64,Hoga,O
sent: 64,?,O
sent: 64,"""",O
sent: 64,@sureshpprabhu,O
sent: 64,sets,O
sent: 64,an,O
